,,,,,,,,,,
,,Money Keeper,,,,,,,,
,,Personal Finance Book,,,,,,,,
Transaction Report,,,,,,,,,,
From 6/1/2023 to 12/30/2026,,,,,,,,,,
,,,,,,,,,,
,,,,,,,Total income,170.836.000,Opening balance,0
,,,,,,,Total expense,758.746.341,Closing balance,-587.910.341
,,,,,,,,,,
,,,,,,,,,,Currency: VND
No,Date,Time,Income amount,Expense amount,Balance,Parent Category,Category,Payee,Event,Description
595,8/2/2025,18:00,       ,  80.000 ,-378.086.691,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bò lá lốt
596,8/2/2025,17:00,       ,  67.000 ,-378.006.691,Mua sắm,Văn phòng phẩm,,,Dr.diy
597,8/2/2025,17:00,       ,  50.000 ,-377.939.691,Đi lại,Xăng xe,,,
598,8/1/2025,12:36,       ,  40.000 ,-377.889.691,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
599,7/31/2025,18:00,       ,  163.000 ,-377.849.691,Food and Dining,Đi chợ,,,"48k chôm chôm
30k nấm hương
20k bôg điên điển
50k thịt bò
15k đậu hũ"
600,7/31/2025,13:00,       ,  45.000 ,-377.686.691,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
601,7/31/2025,08:00,       ,  10.000.000 ,-377.641.691,Lend,,,,Điền took out a loan
602,7/30/2025,11:48,       ,  113.510 ,-367.641.691,Mua sắm,,,,Sách: Learning how to learn
603,7/29/2025,19:30,       ,  180.000 ,-367.528.181,Food and Dining,Đi siêu thị,,,Bhxanh
604,7/29/2025,12:44,       ,  141.699 ,-367.348.181,Mua sắm,Accessories,,,Hộp đựng cơm
605,7/29/2025,12:30,       ,  30.000 ,-367.206.482,Food and Dining,Ăn/Uống vặt,,,Nước
606,7/29/2025,12:30,       ,  35.000 ,-367.176.482,Food and Dining,Ăn ngoài tiệm(Cty),,,
607,7/27/2025,21:00,       ,  100.000 ,-367.141.482,Food and Dining,Đi siêu thị,,,Bhxanh
608,7/27/2025,21:00,       ,  100.000 ,-367.041.482,Mua sắm,,,,"Khẩu trag, chỉ nha khoa"
609,7/27/2025,20:30,       ,  88.000 ,-366.941.482,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm 
610,7/27/2025,14:00,       ,  40.000 ,-366.853.482,Đi lại,Xăng xe,,,
611,7/27/2025,14:00,       ,  6.000 ,-366.813.482,Đi lại,,,,"Phà
"
612,7/27/2025,12:00,       ,  1.000.000 ,-366.807.482,Tiệc & Lễ,,,,Đám cưới Trung
613,7/27/2025,10:00,       ,  60.000 ,-365.807.482,Food and Dining,Ăn/Uống vặt,,,Bao nc cậu Lâm
614,7/26/2025,05:30,       ,  6.000 ,-365.747.482,Đi lại,,,,Qua phà
615,7/25/2025,12:15,       ,  30.000 ,-365.741.482,Food and Dining,Ăn/Uống vặt,,,Nước
616,7/25/2025,12:15,       ,  45.000 ,-365.711.482,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm gà
617,7/25/2025,08:00,       ,  55.000 ,-365.666.482,Đi lại,Xăng xe,,,
618,7/24/2025,18:00,       ,  485.700 ,-365.611.482,Food and Dining,Đi siêu thị,,,Go
619,7/24/2025,12:30,       ,  30.000 ,-365.125.782,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
620,7/23/2025,13:10,       ,  204.500 ,-365.095.782,Food and Dining,Ăn/Uống vặt,,,Bao ae nước
621,7/23/2025,12:30,       ,  40.000 ,-364.891.282,Food and Dining,Ăn ngoài tiệm(Cty),,,Ăn trưa
622,7/22/2025,19:45,       ,  170.000 ,-364.851.282,Food and Dining,Đi siêu thị,,,Bhxanh
623,7/22/2025,12:30,       ,  30.000 ,-364.681.282,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
624,7/21/2025,12:30,       ,  25.000 ,-364.651.282,Food and Dining,Ăn/Uống vặt,,,Nước
625,7/21/2025,12:30,       ,  40.000 ,-364.626.282,Food and Dining,Ăn ngoài tiệm(Cty),,,
626,7/20/2025,21:30,       ,  450.000 ,-364.586.282,Food and Dining,Ăn/Uống vặt,,,3kg Ghẹ
627,7/20/2025,15:00,       ,  6.000 ,-364.136.282,Đi lại,,,,Phà
628,7/20/2025,13:00,       ,  75.000 ,-364.130.282,Food and Dining,Ăn ngoài tiệm(Nhà),,,"Đi ăn mì cay vs Lâm, Dũng"
629,7/20/2025,12:30,       ,  48.000 ,-364.055.282,Đi lại,Xăng xe,,,
630,7/20/2025,10:00,       ,  90.000 ,-364.007.282,Food and Dining,Ăn/Uống vặt,,,"Bao nước Lâm, Dũng"
631,7/19/2025,21:00,       ,  629.000 ,-363.917.282,Food and Dining,Ăn nhậu,,,Ăn vs gia đình
632,7/19/2025,15:00,       ,  200.000 ,-363.288.282,Gia Đình Lớn,,,,Cho mẹ tiền sửa tủ lạnh
633,7/19/2025,06:30,       ,  30.000 ,-363.088.282,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún riêu
634,7/19/2025,06:00,       ,  6.000 ,-363.058.282,Đi lại,,,,Qua phà
635,7/18/2025,12:00,       ,  35.000 ,-363.052.282,Food and Dining,Ăn ngoài tiệm(Cty),,,
636,7/17/2025,18:00,       ,  60.000 ,-363.017.282,Utilities,,,,Cắt tóc
637,7/17/2025,18:00,       ,  121.000 ,-362.957.282,Food and Dining,Đi chợ,,,"15k đậu hũ
106k trái cây"
638,7/17/2025,15:02,       ,  272.240 ,-362.836.282,Mua sắm,,,,Sữa rửa mặt celtaphil
639,7/17/2025,10:05,       ,  121.400 ,-362.564.042,Mua sắm,Accessories,,,Nc rửa tay lifebouy
640,7/15/2025,12:30,       ,  50.000 ,-362.442.642,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
641,7/14/2025,20:35,       ,  45.000 ,-362.392.642,Food and Dining,Đi siêu thị,,,Bhxanh
642,7/14/2025,13:00,       ,  30.000 ,-362.347.642,Food and Dining,Ăn/Uống vặt,,,Nước
643,7/14/2025,12:15,       ,  35.000 ,-362.317.642,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún thịt nướng
644,7/13/2025,20:00,       ,  685.932 ,-362.282.642,Food and Dining,Đi siêu thị,,,Go
645,7/13/2025,19:30,       ,  39.000 ,-361.596.710,Mua sắm,Accessories,,,"Bút bi
Keo 2 mặt"
646,7/13/2025,11:00,       ,  55.000 ,-361.557.710,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm plt
647,7/13/2025,11:00,       ,  405.000 ,-361.502.710,Đi lại,,,,"Thay nhớt 47.000km
Nhớt máy (10.000km thay)
"
648,7/12/2025,19:00,       ,  54.000 ,-361.097.710,Food and Dining,Ăn nhậu,,,Nhậu vs th Tâm
649,7/11/2025,12:30,       ,  20.000 ,-361.043.710,Food and Dining,Ăn/Uống vặt,,,Nc cam
650,7/11/2025,12:00,       ,  40.000 ,-361.023.710,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm tấm
651,7/10/2025,18:00,       ,  245.374 ,-360.983.710,Food and Dining,Đi siêu thị,,,Bhxanh
652,7/10/2025,12:00,       ,  30.000 ,-360.738.336,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
653,7/10/2025,08:00,       ,  50.000 ,-360.708.336,Đi lại,Xăng xe,,,
654,7/9/2025,12:44,       ,  40.000 ,-360.658.336,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm tấm
655,7/8/2025,19:33,       ,  87.778 ,-360.618.336,Vui chơi - Giải trí,,,,Youtibe
656,7/8/2025,12:30,       ,  20.000 ,-360.530.558,Food and Dining,Ăn/Uống vặt,,,Nước cam
657,7/8/2025,12:15,       ,  40.000 ,-360.510.558,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún bò
658,7/7/2025,12:29,       ,  20.000 ,-360.470.558,Food and Dining,Ăn/Uống vặt,,,Nc can
659,7/7/2025,12:29,       ,  35.000 ,-360.450.558,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún thịt ng
660,7/5/2025,21:22,       ,  2.050.000 ,-360.415.558,Utilities,Thuê nhà,,,
661,7/5/2025,20:30,       ,  696.212 ,-358.365.558,Food and Dining,Đi siêu thị,,,Go
662,7/5/2025,14:30,       ,  9.500.000 ,-357.669.346,Gia Đình Lớn,,,,"8tr Đô
500k sữa cháu
1tr cho mẹ thêm"
663,7/5/2025,13:00,       ,  79.000 ,-348.169.346,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm tấm plt
664,7/4/2025,12:30,       ,  15.000 ,-348.090.346,Food and Dining,Ăn/Uống vặt,,,Nước mía
665,7/4/2025,12:00,       ,  35.000 ,-348.075.346,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún thịt nướng
666,7/3/2025,12:00,       ,  35.000 ,-348.040.346,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún thịt nướng
667,7/2/2025,20:00,       ,  50.000 ,-348.005.346,Food and Dining,Ăn ngoài tiệm(Nhà),,,Hủ tíu muecj
668,7/2/2025,12:26,       ,  45.000 ,-347.955.346,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm gà
669,7/2/2025,08:00,       ,  50.000 ,-347.910.346,Đi lại,Xăng xe,,,
670,7/1/2025,17:53,       ,  125.645 ,-347.860.346,Food and Dining,Đi siêu thị,,,Bhxanh
671,7/1/2025,14:00,       ,  40.761 ,-347.734.701,Food and Dining,Ăn/Uống vặt,,,Trà sữa
672,7/1/2025,12:27,       ,  40.000 ,-347.693.940,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún bò
673,6/30/2025,20:00,       ,  50.000 ,-347.653.940,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh canh
674,6/30/2025,20:00,       ,  100.000 ,-347.603.940,Đi lại,Gửi xe,,,
675,6/30/2025,12:00,  17.000.000 ,       ,-347.503.940,Collecting debts,,,,Điền repaid money
676,6/29/2025,19:00,       ,  80.000 ,-364.503.940,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bò lá lốt
677,6/28/2025,18:00,       ,  83.000 ,-364.423.940,Food and Dining,Đi chợ,,,Trái cây
678,6/27/2025,12:30,       ,  50.000 ,-364.340.940,Food and Dining,Ăn ngoài tiệm(Cty),,,Hủ tíu
679,6/26/2025,18:00,       ,  60.000 ,-364.290.940,Food and Dining,Đi siêu thị,,,Bhxanh
680,6/26/2025,12:30,       ,  40.000 ,-364.230.940,Food and Dining,Ăn ngoài tiệm(Cty),,,"Cơm sườn
"
681,6/26/2025,07:30,       ,  17.000.000 ,-364.190.940,Lend,,,,Điền took out a loan
682,6/25/2025,12:00,       ,  30.000 ,-347.190.940,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơn trưa
683,6/25/2025,08:00,       ,  50.000 ,-347.160.940,Đi lại,Xăng xe,,,
684,6/24/2025,18:10,       ,  40.000 ,-347.110.940,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún
685,6/24/2025,18:10,       ,  219.000 ,-347.070.940,Food and Dining,Đi chợ,,,"74 rau
15 đậu hũ
30 trứng
100 bò"
686,6/21/2025,20:00,       ,  430.920 ,-346.851.940,Food and Dining,Đi siêu thị,,,Go
687,6/21/2025,08:15,       ,  20.000 ,-346.421.020,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
688,6/20/2025,19:52,       ,  55.000 ,-346.401.020,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm tấm 
689,6/20/2025,12:00,       ,  50.000 ,-346.346.020,Food and Dining,Ăn ngoài tiệm(Cty),,,Hủ tíu
690,6/19/2025,18:00,       ,  74.200 ,-346.296.020,Food and Dining,Đi siêu thị,,,Bhxanh
691,6/18/2025,13:00,       ,  151.450 ,-346.221.820,Food and Dining,Ăn/Uống vặt,,,Bao nc ae
692,6/18/2025,12:00,       ,  40.000 ,-346.070.370,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm sườn
693,6/17/2025,18:00,       ,  50.000 ,-346.030.370,Đi lại,Xăng xe,,,
694,6/17/2025,12:00,       ,  30.000 ,-345.980.370,Food and Dining,Ăn ngoài tiệm(Cty),,,
695,6/16/2025,12:00,       ,  64.000 ,-345.950.370,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm gà + nước
696,6/15/2025,20:54,       ,  152.733 ,-345.886.370,Food and Dining,Đi siêu thị,,,Bhxanh
697,6/15/2025,12:00,       ,  70.000 ,-345.733.637,Food and Dining,Ăn ngoài tiệm(Nhà),,,Gà nướng mắm nhĩ
698,6/14/2025,19:30,       ,  55.000 ,-345.663.637,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm bò
699,6/14/2025,13:00,       ,  50.000 ,-345.608.637,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bún mọc
700,6/13/2025,19:00,       ,  88.127 ,-345.558.637,Vui chơi - Giải trí,,,,Ytbe
701,6/13/2025,18:01,       ,  88.127 ,-345.470.510,Food and Dining,Đi siêu thị,,,Bhxanh
702,6/13/2025,12:23,       ,  40.000 ,-345.382.383,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
703,6/13/2025,07:17,       ,  65.000 ,-345.342.383,Food and Dining,Ăn ngoài tiệm(Cty),,,
704,6/13/2025,07:17,       ,  65.000 ,-345.277.383,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm tấm plt
705,6/12/2025,12:00,       ,  40.000 ,-345.212.383,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún bò
706,6/11/2025,18:00,       ,  153.000 ,-345.172.383,Food and Dining,Đi chợ,,,"15k đậu hũ
50k chả cá
28k trứng gà
60k nấm"
707,6/11/2025,12:26,       ,  30.000 ,-345.019.383,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
708,6/10/2025,12:15,       ,  30.000 ,-344.989.383,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
709,6/9/2025,12:30,       ,  40.000 ,-344.959.383,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm sườn
710,6/8/2025,19:00,       ,  83.158 ,-344.919.383,Vui chơi - Giải trí,,,,Ytube
711,6/7/2025,19:00,       ,  60.000 ,-344.836.225,Food and Dining,Trái cây,,,Bưởi
712,6/6/2025,21:30,       ,  400.760 ,-344.776.225,Food and Dining,Đi siêu thị,,,
713,6/6/2025,20:00,       ,  2.110.000 ,-344.375.465,Utilities,Thuê nhà,,,
714,6/6/2025,20:00,       ,  3.500.000 ,-342.265.465,Gia Đình Lớn,,,,"3.5tr cu Đô
500k sữa cháu
1tr cho mẹ
1tr3.3k cho cu iu"
715,6/6/2025,20:00,       ,  10.000.000 ,-338.765.465,Personal,Education,,,Đóng tiền học english
716,6/6/2025,12:00,       ,  60.000 ,-328.765.465,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm gà
717,6/6/2025,06:00,       ,  50.000 ,-328.705.465,Đi lại,Xăng xe,,,
718,6/5/2025,12:00,       ,  35.000 ,-328.655.465,Food and Dining,Ăn ngoài tiệm(Cty),,,Bò né
719,6/4/2025,18:00,       ,  235.000 ,-328.620.465,Food and Dining,Đi siêu thị,,,Bhxanh
720,6/4/2025,12:30,       ,  40.000 ,-328.385.465,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm tấm
721,6/3/2025,12:00,       ,  35.000 ,-328.345.465,Food and Dining,Ăn ngoài tiệm(Cty),,,Bò né
722,6/2/2025,21:30,       ,  100.000 ,-328.310.465,Đi lại,Gửi xe,,,
723,6/2/2025,19:30,       ,  50.000 ,-328.210.465,Food and Dining,Ăn/Uống vặt,,,Bánh trag tron
724,6/2/2025,12:29,       ,  1.573.000 ,-328.160.465,Gia Đình Lớn,,,,"1473k thăm bác + mộ ông
100k mừng con bác tin sơ thu kỉ niệm 25 năm"
725,6/2/2025,12:15,       ,  30.000 ,-326.587.465,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
726,6/1/2025,17:30,       ,  10.000 ,-326.557.465,Đi lại,,,,Bơm xe
727,6/1/2025,17:30,       ,  188.000 ,-326.547.465,Food and Dining,Đi chợ,,,"45k rau trái
15k đậu hũ
28k trứng
100k thịt bò"
728,6/1/2025,17:30,       ,  20.000 ,-326.359.465,Food and Dining,Ăn/Uống vặt,,,Nước dừa
729,5/31/2025,19:50,       ,  50.000 ,-326.339.465,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh canh
730,5/31/2025,19:30,       ,  50.000 ,-326.289.465,Food and Dining,Đi chợ,,,Mua nấm
731,5/31/2025,19:30,       ,  245.000 ,-326.239.465,Mua sắm,,,,"Dr.DIY
"
732,5/31/2025,19:30,       ,  15.000 ,-325.994.465,Food and Dining,Ăn/Uống vặt,,,Bánh trag tron
733,5/30/2025,12:30,       ,  15.000 ,-325.979.465,Food and Dining,Ăn/Uống vặt,,,Nc mía
734,5/30/2025,12:30,       ,  47.000 ,-325.964.465,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm gà + khăn
735,5/28/2025,20:00,       ,  225.000 ,-325.917.465,Food and Dining,Đi siêu thị,,,Bhxanh
736,5/28/2025,12:30,       ,  40.000 ,-325.692.465,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm sườn
737,5/28/2025,08:00,       ,  50.000 ,-325.652.465,Đi lại,Xăng xe,,,
738,5/27/2025,13:00,       ,  30.000 ,-325.602.465,Food and Dining,Ăn/Uống vặt,,,Nc
739,5/27/2025,12:30,       ,  40.000 ,-325.572.465,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún bò
740,5/26/2025,20:30,       ,  80.000 ,-325.532.465,Mua sắm,,,,Khẩu trang
741,5/26/2025,12:00,       ,  30.000 ,-325.452.465,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm
742,5/24/2025,21:00,       ,  591.072 ,-325.422.465,Food and Dining,Đi siêu thị,,,Go
743,5/24/2025,14:30,       ,  60.000 ,-324.831.393,Utilities,,,,Cắt tóc
744,5/24/2025,13:00,       ,  70.000 ,-324.771.393,Food and Dining,,,,Gà nướng
745,5/23/2025,18:30,       ,  120.576 ,-324.701.393,Food and Dining,Đi siêu thị,,,Bhxanh
746,5/23/2025,12:00,       ,  35.000 ,-324.580.817,Food and Dining,Ăn ngoài tiệm(Cty),,,Bò né
747,5/22/2025,14:19,       ,  361.695 ,-324.545.817,Food and Dining,,,,Shopee hạt dinh dưỡng
748,5/21/2025,12:30,       ,  20.000 ,-324.184.122,Food and Dining,Ăn/Uống vặt,,,Nước
749,5/21/2025,12:00,       ,  35.000 ,-324.164.122,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
750,5/21/2025,08:00,       ,  50.000 ,-324.129.122,Đi lại,Xăng xe,,,
751,5/20/2025,20:00,       ,  135.000 ,-324.079.122,Mua sắm,Accessories,,,Củ sạc đt
752,5/20/2025,12:30,       ,  30.000 ,-323.944.122,Food and Dining,Ăn/Uống vặt,,,Nước
753,5/20/2025,07:05,       ,  40.000 ,-323.914.122,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún bò
754,5/19/2025,19:59,       ,  103.000 ,-323.874.122,Food and Dining,Đi chợ,,,"50k chả cá
28k trứng gà
15k đậu hũ"
755,5/19/2025,12:26,       ,  40.000 ,-323.771.122,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
756,5/19/2025,08:00,       ,  20.000 ,-323.731.122,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
757,5/18/2025,22:12,       ,  85.000 ,-323.711.122,Food and Dining,Ăn/Uống vặt,,,"Chè
"
758,5/18/2025,20:00,       ,  85.000 ,-323.626.122,Food and Dining,Ăn/Uống vặt,,,"Chè
"
759,5/18/2025,20:00,       ,  45.000 ,-323.541.122,Đi lại,Xăng xe,,,
760,5/17/2025,16:00,       ,  80.000 ,-323.496.122,Mua sắm,,,,Khẩu trang
761,5/16/2025,18:00,       ,  216.200 ,-323.416.122,Food and Dining,Đi siêu thị,,,Bhxanh
762,5/16/2025,12:30,       ,  40.000 ,-323.199.922,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún bò
763,5/16/2025,12:30,       ,  30.000 ,-323.159.922,Food and Dining,Ăn/Uống vặt,,,Nước
764,5/15/2025,17:30,       ,  62.000 ,-323.129.922,Đi lại,Xăng xe,,,
765,5/15/2025,12:30,       ,  45.000 ,-323.067.922,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm gà
766,5/15/2025,12:30,       ,  19.000 ,-323.022.922,Food and Dining,Ăn/Uống vặt,,,Trà tắc
767,5/14/2025,21:20,       ,  1.005.000 ,-323.003.922,Mua sắm,Clothes,,,"3 quần
2 áo polo"
768,5/14/2025,13:20,       ,  344.400 ,-321.998.922,Food and Dining,Ăn/Uống vặt,,,Bao ae nước dịp sinh nhật
769,5/14/2025,12:30,       ,  50.000 ,-321.654.522,Food and Dining,Ăn ngoài tiệm(Cty),,,Hủ tíu
770,5/13/2025,15:00,       ,  100.000 ,-321.604.522,Utilities,Mobile Phone,,,"Nạp 100k cho mẹ(voucher giảm 10k)
10k cho mình"
771,5/13/2025,12:54,       ,  20.000 ,-321.504.522,Food and Dining,Ăn/Uống vặt,,,Trà tắc
772,5/13/2025,12:54,       ,  30.000 ,-321.484.522,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
773,5/12/2025,19:00,       ,  16.000.000 ,-321.454.522,Personal,Education,,,Học english ở ISE
774,5/12/2025,12:30,       ,  40.000 ,-305.454.522,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm trưa
775,5/12/2025,08:00,       ,  20.000 ,-305.414.522,Food and Dining,Ăn ngoài tiệm(Cty),,,Bánh mì
776,5/11/2025,22:09,       ,  276.793 ,-305.394.522,Food and Dining,Đi siêu thị,,,Bhxanh
777,5/11/2025,18:30,       ,  20.000 ,-305.117.729,Food and Dining,Ăn/Uống vặt,,,Nước dừa
778,5/11/2025,08:51,       ,  375.260 ,-305.097.729,Mua sắm,,,,Phụ kiện xe đạp
779,5/11/2025,08:00,       ,  100.000 ,-304.722.469,Food and Dining,Trái cây,,,Bưởi
780,5/11/2025,07:30,       ,  1.194.000 ,-304.622.469,Health & Fitness,Sports,,,Gym
781,5/10/2025,12:18,       ,  55.000 ,-303.428.469,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm tấm PLT
782,5/10/2025,09:00,       ,  20.000 ,-303.373.469,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh mì
783,5/9/2025,13:00,       ,  40.000 ,-303.353.469,Food and Dining,Ăn/Uống vặt,,,Nước
784,5/9/2025,12:00,       ,  40.000 ,-303.313.469,Food and Dining,Ăn ngoài tiệm(Cty),,,Bún bò
785,5/9/2025,08:36,       ,  234.500 ,-303.273.469,Mua sắm,,,,giá treo laptop
786,5/8/2025,20:30,       ,  85.000 ,-303.038.969,Food and Dining,Trái cây,,,Bhxang
787,5/8/2025,20:00,       ,  5.000 ,-302.953.969,Đi lại,Gửi xe,,,
788,5/8/2025,19:52,       ,  83.158 ,-302.948.969,Vui chơi - Giải trí,,,,Ytbe
789,5/8/2025,16:00,       ,  140.000 ,-302.865.811,Mua sắm,,,,"Vòi lavabo 
Cấn cái tay vặn + phí ship 25k + tip10k"
790,5/8/2025,12:30,       ,  40.000 ,-302.725.811,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm tấm
791,5/7/2025,16:58,       ,  99.250 ,-302.685.811,Mua sắm,,,,Lọ xay tiêu
792,5/7/2025,12:30,       ,  45.000 ,-302.586.561,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm gà
793,5/7/2025,12:30,       ,  30.000 ,-302.541.561,Food and Dining,Ăn/Uống vặt,,,Nước
794,5/7/2025,08:10,       ,  159.080 ,-302.511.561,Mua sắm,,,,"Vòi nước lavabo
Kệ gác lavabo"
795,5/6/2025,12:30,       ,  35.000 ,-302.352.481,Food and Dining,Ăn ngoài tiệm(Cty),,,Bò né
796,5/6/2025,12:30,       ,  30.000 ,-302.317.481,Food and Dining,Ăn/Uống vặt,,,Nước
797,5/5/2025,18:00,       ,  6.100.000 ,-302.287.481,Gia Đình Lớn,,,,"3.5tr Đô
1tr trả nợ Oanh
500k sữa cháu
1.1tr cho mẹ"
798,5/5/2025,12:30,       ,  15.000 ,-296.187.481,Food and Dining,Ăn/Uống vặt,,,Nước mía
799,5/5/2025,12:30,       ,  40.000 ,-296.172.481,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm sườn
800,5/4/2025,18:30,       ,  50.000 ,-296.132.481,Đi lại,Xăng xe,,,
801,5/4/2025,18:00,       ,  12.000 ,-296.082.481,Food and Dining,Ăn/Uống vặt,,,Nước mía
802,5/4/2025,18:00,       ,  66.000 ,-296.070.481,Food and Dining,Rau củ,,,Chợ
803,5/4/2025,18:00,       ,  115.000 ,-296.004.481,Food and Dining,Thịt - Trứng - Đạm,,,"100k thịt bò
15k đậu hũ"
804,5/4/2025,11:30,       ,  55.000 ,-295.889.481,Utilities,,,,Đánh chìa khoá
805,5/3/2025,18:30,       ,  44.000 ,-295.834.481,Food and Dining,Ăn ngoài tiệm(Nhà),,,Cơm gà canh rog biển
806,5/3/2025,18:30,       ,  43.000 ,-295.790.481,Food and Dining,Bình nước,,,Bình nước (53k)
807,5/3/2025,12:00,       ,  16.000 ,-295.747.481,Mua sắm,,,,Xà bông cục
808,5/3/2025,12:00,       ,  28.000 ,-295.731.481,Food and Dining,Rau củ,,,Bhxanh
809,5/3/2025,12:00,       ,  42.000 ,-295.703.481,Food and Dining,Trái cây,,,
810,5/3/2025,12:00,       ,  33.000 ,-295.661.481,Food and Dining,Thịt - Trứng - Đạm,,,Bò viên
811,5/3/2025,11:00,       ,  66.000 ,-295.628.481,Mua sắm,,,,
812,5/3/2025,09:00,       ,  5.000 ,-295.562.481,Đi lại,Gửi xe,,,
813,5/2/2025,21:00,       ,  529.500 ,-295.557.481,Food and Dining,Thực phẩm khác,,,Go
814,5/2/2025,21:00,       ,  118.900 ,-295.027.981,Food and Dining,Ăn/Uống vặt,,,"23.5k bánh gạo
17.5k strongbowl
45.9k gum xylitol
32k bánh mì"
815,5/2/2025,12:30,       ,  35.000 ,-294.909.081,Food and Dining,Ăn ngoài tiệm(Cty),,,Cơm chiên cá mặn
816,5/2/2025,07:30,       ,  40.000 ,-294.874.081,Food and Dining,Ăn ngoài tiệm(Cty),,,Phở
817,5/1/2025,20:30,       ,  55.000 ,-294.834.081,Food and Dining,Ăn ngoài tiệm(Nhà),,,Hủ tíu Nam Vang
818,5/1/2025,17:00,       ,  256.000 ,-294.779.081,Utilities,Thuê nhà,,,"Quyết toán trọ:
Điện/nước/internet/xe"
819,5/1/2025,16:00,       ,  24.000 ,-294.523.081,Food and Dining,Ăn/Uống vặt,,,Nước mía
820,5/1/2025,08:30,       ,  40.000 ,-294.499.081,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bánh mì
821,5/1/2025,07:00,       ,  4.000 ,-294.459.081,Đi lại,,,,Phà
822,4/30/2025,20:30,       ,  894.000 ,-294.455.081,Food and Dining,Ăn nhậu,,,Ăn ốc vs gia đình
823,4/30/2025,18:00,       ,  50.000 ,-293.561.081,Đi lại,Xăng xe,,,
824,4/30/2025,08:30,       ,  50.000 ,-293.511.081,Food and Dining,Ăn ngoài tiệm(Nhà),,,Bao Lâm ăn sáng
825,4/29/2025,17:30,       ,  346.000 ,-293.461.081,Food and Dining,Ăn nhậu,,,Ăn buffet vs Lâm
826,4/29/2025,07:30,       ,  4.000 ,-293.115.081,Đi lại,,,,Qua phà
827,4/28/2025,19:00,       ,  235.000 ,-293.111.081,Food and Dining,Ăn nhậu,,,"16k vịt quay
50k tré
20k bánh mì
5k đá"
828,4/28/2025,16:00,       ,  118.000 ,-292.876.081,Mua sắm,,,,
